Selection Year,JO Type,Job Network,Entity,Gender,Nationality,Region,Job Family,Level,Posting Year,JO Number,Applicant Number,JO Selection,Candidate Rostered?,Entity Type,SelectionMonth,PostingMonth,Job Code,Job_Family,Recruitment Timeline (Days)
2019,PSJO,DEVNET,UN-DEPT-3,Female,United Kingdom,Western Europe and Others,Programme Management,P-3,2019,358314,2326308,Roster,Yes,Department,2019-12-01,2019-07-01,UNS:8412,PGM,140
2022,PSJO,INFONET,UN-OAH-2,Female,Spain,Western Europe and Others,Language,P-5,2021,473310,2334483,Non-roster,No,OAH,2022-01-01,2021-06-01,UNS:8703,LAN,219
2017,PSJO,INFONET,UN-OAH-2,Female,Spain,Western Europe and Others,Language,P-4,2016,205398,2334483,Non-roster,No,OAH,2017-03-01,2016-10-01,UNS:8634,LAN,162
2017,PSJO,INFONET,UN-OAH-2,Male,United Kingdom,Western Europe and Others,Language,P-4,2017,244341,2342559,Roster,Yes,OAH,2017-08-01,2017-06-01,UNS:8632,LAN,52
2020,PSJO,POLNET,UN-OFFICE-5,Female,Sudan,Africa,Political Affairs,P-4,2020,407016,2375874,Non-roster,No,Office,2020-10-01,2020-06-01,UNS:5121,POL,127
2017,PSJO,DEVNET,UN-DEPT-3,Female,United States of America,Western Europe and Others,Public Administration,P-4,2016,175776,2376603,Non-roster,No,Department,2017-07-01,2016-06-01,UNS:3618,PBA,390
2022,PSJO,DEVNET,UN-OAH-2,Female,Italy,Western Europe and Others,Programme Management,P-3,2021,509577,2422221,Non-roster,No,OAH,2022-01-01,2021-12-01,UNS:8412,PGM,42
2020,PSJO,POLNET,UN-PKO-1,Female,Bulgaria,Eastern European,Human Rights Affairs,P-3,2019,365082,2437767,Non-roster,Yes,Peacekeeping Mission,2020-08-01,2019-09-01,UNS:3873,HRI,338
2020,PSJO,SAFETYNET,UN-PKO-1,Male,Burkina Faso,Africa,Security,P-3,2019,336783,2514957,Non-roster,No,Peacekeeping Mission,2020-11-01,2019-04-01,UNS:5987,SEC,568
2018,PSJO,INFONET,UN-OAH-2,Female,Spain,Western Europe and Others,Language,P-4,2018,283284,2541765,Non-roster,No,OAH,2018-08-01,2018-03-01,UNS:8634,LAN,169
2018,PSJO,DEVNET,UN-DEPT-3,Female,Mexico,Latin American and Caribbean,Economic Affairs,P-3,2017,259590,2552940,Non-roster,No,Department,2018-05-01,2017-10-01,UNS:7283,ECO,203
2017,PSJO,ITECNET,UN-OFFICE-5,Male,Tajikistan,Asia-Pacific,Information Management Systems and Technology,P-3,2017,219294,2565228,Non-roster,No,Office,2017-02-01,2017-01-01,UNS:3981,IST,22
2018,PSJO,ITECNET,UN-OAH-2,Male,Mexico,Latin American and Caribbean,Information Management Systems and Technology,P-3,2018,322647,2590545,Roster,Yes,OAH,2018-12-01,2018-11-01,UNS:4083,IST,24
2021,PSJO,INFONET,UN-OAH-2,Female,Syrian Arab Republic,Asia-Pacific,Language,P-5,2021,456360,2598495,Roster,Yes,OAH,2021-06-01,2021-04-01,UNS:8691,LAN,75
2022,RfR,POLNET,UN-PKO-1,Male,Tunisia,Africa,Security Institutions,P-5,2022,522990,2622948,Roster,Yes,Peacekeeping Mission,2022-03-01,2022-02-01,UNS:6329,SEI,43
2018,PSJO,DEVNET,UN-DEPT-3,Male,United States of America,Western Europe and Others,Statistics,P-3,2018,293889,2623155,Roster,Yes,Department,2018-07-01,2018-05-01,UNS:6539,STT,56
2018,PSJO,DEVNET,UN-PKO-1,Male,Nigeria,Africa,Programme Management,P-5,2017,219168,2637513,Non-roster,No,Peacekeeping Mission,2018-01-01,2017-01-01,UNS:6291,PGM,356
2022,RfR,POLNET,UN-PKO-1,Male,France,Western Europe and Others,Human Rights Affairs,P-3,2022,522981,2660061,Roster,Yes,Peacekeeping Mission,2022-05-01,2022-02-01,UNS:3873,HRI,99
2019,PSJO,ITECNET,UN-OAH-2,Male,Belgium,Western Europe and Others,Information Management Systems and Technology,P-3,2019,343764,2716722,Roster,Yes,OAH,2019-05-01,2019-04-01,UNS:4083,IST,34
2019,PSJO,ITECNET,UN-OAH-2,Male,Belgium,Western Europe and Others,Information Management Systems and Technology,P-3,2019,372948,2716722,Roster,Yes,OAH,2019-12-01,2019-10-01,UNS:4083,IST,66
2017,RfR,LOGNET,UN-PKO-1,Male,Nepal,Asia-Pacific,Engineering,P-5,2017,234705,2740968,Roster,Yes,Peacekeeping Mission,2017-05-01,2017-05-01,UNS:2071,ENG,16
2017,PSJO,ITECNET,UN-OAH-2,Female,Canada,Western Europe and Others,Information Management Systems and Technology,P-3,2017,216375,2756910,Roster,Yes,OAH,2017-11-01,2017-02-01,UNS:3981,IST,300
2021,PSJO,SAFETYNET,UN-PKO-1,Male,United Kingdom,Western Europe and Others,Safety,P-3,2019,376404,2759985,Non-roster,No,Peacekeeping Mission,2021-11-01,2019-11-01,UNS:10324,SAF,742
2017,PSJO,SAFETYNET,UN-OAH-2,Male,Belgium,Western Europe and Others,Security,P-3,2016,216084,2782314,Non-roster,No,OAH,2017-02-01,2016-12-01,UNS:5987,SEC,36
2018,RfR,LOGNET,UN-PKO-1,Male,Serbia,Eastern European,Property and Asset Management,P-4,2018,295050,2804832,Roster,Yes,Peacekeeping Mission,2018-07-01,2018-05-01,UNS:5429,PAM,43
2022,PSJO,INFONET,UN-OAH-2,Male,Spain,Western Europe and Others,Language,P-4,2022,521889,2813733,Non-roster,Yes,OAH,2022-07-01,2022-02-01,UNS:8634,LAN,155
2018,PSJO,DEVNET,UN-OAH-2,Female,Spain,Western Europe and Others,Programme Management,P-3,2017,262197,2826384,Non-roster,No,OAH,2018-03-01,2017-11-01,UNS:8412,PGM,117
2019,RfR,POLNET,UN-PKO-1,Male,Rwanda,Africa,Political Affairs,P-4,2019,353916,2862879,Roster,Yes,Peacekeeping Mission,2019-08-01,2019-06-01,UNS:3927,POL,67
2022,RfR,POLNET,UN-PKO-1,Male,Rwanda,Africa,Political Affairs,P-5,2022,547083,2862879,Roster,Yes,Peacekeeping Mission,2022-07-01,2022-05-01,UNS:6204,POL,42
2018,PSJO,DEVNET,UN-PKO-1,Female,Germany,Western Europe and Others,Programme Management,P-5,2017,219180,2864916,Non-roster,No,Peacekeeping Mission,2018-02-01,2017-01-01,UNS:6147,PGM,395
2018,RfR,POLNET,UN-PKO-1,Female,Germany,Western Europe and Others,Rule of Law,P-3,2018,313767,2951004,Roster,Yes,Peacekeeping Mission,2018-11-01,2018-10-01,UNS:4297,ROL,50
2019,PSJO,MAGNET,UN-PKO-1,Male,Haiti,Latin American and Caribbean,Administration,P-3,2019,337263,3008526,Non-roster,No,Peacekeeping Mission,2019-11-01,2019-03-01,UNS:2506,ADM,255
2020,RfR,MAGNET,UN-PKO-1,Male,Haiti,Latin American and Caribbean,Administration,P-4,2020,413673,3008526,Roster,Yes,Peacekeeping Mission,2020-09-01,2020-07-01,UNS:2507,ADM,62
2017,RfR,LOGNET,UN-PKO-1,Female,Uganda,Africa,Procurement,P-3,2016,209871,3022494,Roster,Yes,Peacekeeping Mission,2017-02-01,2016-11-01,UNS:5223,PRO,76
2018,PSJO,DEVNET,UN-DEPT-3,Male,Lebanon,Asia-Pacific,Statistics,P-3,2017,266058,3023577,Roster,Yes,Department,2018-02-01,2017-12-01,UNS:6539,STT,60
2017,PSJO,DEVNET,UN-DEPT-3,Female,Ireland,Western Europe and Others,Public Administration,P-4,2016,175776,3025374,Non-roster,No,Department,2017-10-01,2016-06-01,UNS:3618,PBA,493
2017,PSJO,DEVNET,UN-DEPT-3,Female,El Salvador,Latin American and Caribbean,Programme Management,P-3,2016,200556,3041457,Roster,Yes,Department,2017-06-01,2016-09-01,UNS:8412,PGM,266
2020,PSJO,DEVNET,UN-DEPT-3,Male,Belgium,Western Europe and Others,Sustainable Development,P-4,2019,369885,3064665,Non-roster,Yes,Department,2020-07-01,2019-09-01,UNS:6658,SUS,310
2020,RfR,POLNET,UN-PKO-1,Male,Burkina Faso,Africa,Rule of Law,P-4,2020,429807,3096114,Roster,Yes,Peacekeeping Mission,2020-12-01,2020-11-01,UNS:2628,ROL,51
2017,PSJO,DEVNET,UN-DEPT-3,Male,Belgium,Western Europe and Others,Economic Affairs,P-4,2017,218307,3099099,Roster,Yes,Department,2017-10-01,2017-02-01,UNS:7284,ECO,245
2017,RfR,MAGNET,UN-PKO-1,Male,United States of America,Western Europe and Others,Human Resources,P-4,2017,221649,3099528,Roster,Yes,Peacekeeping Mission,2017-02-01,2017-01-01,UNS:3822,HRE,23
2021,PSJO,POLNET,UN-PKO-1,Female,Switzerland,Western Europe and Others,Human Rights Affairs,P-4,2019,376188,3100158,Non-roster,No,Peacekeeping Mission,2021-08-01,2019-12-01,UNS:5463,HRI,627
2022,RfR,POLNET,UN-SPM-4,Male,Cote D'Ivoire,Africa,Political Affairs,P-4,2022,533574,3103314,Roster,Yes,Special Political Mission,2022-08-01,2022-03-01,UNS:5121,POL,154
2017,PSJO,MAGNET,UN-PKO-1,Male,Romania,Eastern European,Audit,P-3,2016,201192,3219252,Non-roster,No,Peacekeeping Mission,2017-01-01,2016-09-01,UNS:1725,AUD,111
2018,PSJO,INFONET,UN-OAH-2,Female,Ireland,Western Europe and Others,Conference Services,P-4,2017,247608,3245664,Non-roster,No,OAH,2018-02-01,2017-08-01,UNS:2510,CON,182
2018,PSJO,INFONET,UN-OAH-2,Male,China,Asia-Pacific,Language,P-4,2018,279003,3277422,Roster,Yes,OAH,2018-03-01,2018-02-01,UNS:8631,LAN,21
2018,RfR,INFONET,UN-PKO-1,Male,Cabo Verde,Africa,Public Information,P-5,2018,293070,3313809,Roster,Yes,Peacekeeping Mission,2018-06-01,2018-05-01,UNS:6500,PUB,34
2017,PSJO,DEVNET,UN-DEPT-3,Male,Germany,Western Europe and Others,Economic Affairs,P-3,2017,218289,3373164,Roster,Yes,Department,2017-04-01,2017-02-01,UNS:7283,ECO,64
2021,PSJO,DEVNET,UN-DEPT-3,Male,United States of America,Western Europe and Others,Economic Affairs,P-5,2020,401868,3393174,Non-roster,No,Department,2021-01-01,2020-04-01,UNS:7577,ECO,302
2017,PSJO,POLNET,UN-PKO-1,Female,Luxembourg,Western Europe and Others,Rule of Law,P-3,2016,162897,3407178,Non-roster,No,Peacekeeping Mission,2017-03-01,2016-01-01,UNS:4297,ROL,419
2022,PSJO,INFONET,UN-OAH-2,Female,Lebanon,Asia-Pacific,Language,P-4,2022,533394,3429951,Non-roster,No,OAH,2022-08-01,2022-04-01,UNS:8226,LAN,137
2017,PSJO,INFONET,UN-OAH-2,Male,Russian Federation,Eastern European,Language,P-5,2016,208575,3533115,Non-roster,Yes,OAH,2017-07-01,2016-11-01,UNS:8695,LAN,246
2019,PSJO,DEVNET,UN-DEPT-3,Male,United States of America,Western Europe and Others,Economic Affairs,P-4,2019,348429,3559431,Roster,Yes,Department,2019-10-01,2019-05-01,UNS:7284,ECO,147
2017,PSJO,INFONET,UN-OAH-2,Male,United Kingdom,Western Europe and Others,Language,P-4,2017,232728,3559533,Roster,Yes,OAH,2017-05-01,2017-04-01,UNS:8230,LAN,27
2017,PSJO,POLNET,UN-PKO-1,Male,India,Asia-Pacific,Political Affairs,P-4,2015,145194,3585066,Non-roster,No,Peacekeeping Mission,2017-03-01,2015-09-01,UNS:5121,POL,535
2019,PSJO,LOGNET,UN-OAH-2,Male,Nepal,Asia-Pacific,Procurement,P-3,2019,341517,3634659,Roster,Yes,OAH,2019-04-01,2019-03-01,UNS:2556,PRO,17
2018,PSJO,DEVNET,UN-DEPT-3,Female,Belgium,Western Europe and Others,Public Administration,P-5,2017,254976,3685704,Non-roster,No,Department,2018-05-01,2017-09-01,UNS:10100,PBA,230
2019,PSJO,LOGNET,UN-PKO-1,Male,Lebanon,Asia-Pacific,Property and Asset Management,P-4,2018,306552,3713448,Non-roster,No,Peacekeeping Mission,2019-04-01,2018-09-01,UNS:2537,PAM,191
2021,RfR,POLNET,UN-PKO-1,Male,Haiti,Latin American and Caribbean,Civil Affairs,P-4,2021,492843,3715119,Roster,Yes,Peacekeeping Mission,2021-12-01,2021-10-01,UNS:2339,CIV,54
2019,RfR,POLNET,UN-PKO-1,Male,Chad,Africa,Political Affairs,P-3,2018,323955,3715875,Roster,Yes,Peacekeeping Mission,2019-04-01,2018-12-01,UNS:5119,POL,135
2017,PSJO,POLNET,UN-OFFICE-5,Female,Australia,Western Europe and Others,Political Affairs,P-3,2017,218994,3729945,Roster,Yes,Office,2017-02-01,2017-01-01,UNS:5119,POL,17
2021,PSJO,INFONET,UN-OAH-2,Male,Egypt,Africa,Language,P-4,2020,390411,3751869,Non-roster,No,OAH,2021-03-01,2020-01-01,UNS:8053,LAN,434
2018,PSJO,DEVNET,UN-DEPT-3,Male,New Zealand,Western Europe and Others,Statistics,P-3,2017,261120,3757590,Roster,Yes,Department,2018-01-01,2017-10-01,UNS:6539,STT,95
2018,RfR,INFONET,UN-PKO-1,Male,Burundi,Africa,Public Information,P-3,2017,243519,3758493,Roster,Yes,Peacekeeping Mission,2018-01-01,2017-06-01,UNS:5560,PUB,195
